city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Jaipur,Rajasthan,Hawa Mahal,historic,adventure,300,15.29,65,0.139,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,adventure,60,4.28,95,0.102,1,0,1,0
Kolkata,West Bengal,Maidan,park,adventure,300,5.82,80,0.16,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,food,180,10.65,175,0.259,1,1,1,1
Hyderabad,Telangana,Charminar,historic,relax,30,0.7,70,0.262,1,0,1,0
Bengaluru,Karnataka,Vidhana Soudha,monument,adventure,60,4.37,50,0.449,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,culture,180,9.13,110,0.878,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,adventure,30,0.93,100,0.326,1,0,1,0
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,explore,300,16.43,70,0.309,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,adventure,30,2.05,90,0.518,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,culture,60,1.73,65,0.741,1,0,1,1
Kolkata,West Bengal,Maidan,park,explore,30,1.52,70,0.467,1,0,1,0
Goa,Goa,Palolem Beach,beach,adventure,300,2.53,180,0.174,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,adventure,30,0.57,70,0.217,1,0,1,0
Goa,Goa,Basilica of Bom Jesus,religious,adventure,60,3.85,80,0.277,1,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,adventure,180,0.72,130,0.209,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,adventure,180,1.15,160,0.204,1,1,1,0
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,explore,60,5.0,100,0.149,1,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,nature,180,0.64,140,0.178,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,culture,120,6.47,195,0.54,1,0,1,0
Mumbai,Maharashtra,Gateway of India,historic,adventure,30,2.43,75,0.341,1,0,1,0
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,food,120,5.72,85,0.145,1,1,1,0
Nagpur,Maharashtra,Ambazari Lake,nature,culture,480,29.99,65,0.328,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,culture,120,4.79,65,0.889,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,culture,30,1.93,85,0.277,0,0,1,0
Hyderabad,Telangana,Salar Jung Museum,museum,explore,180,11.38,140,0.873,0,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,adventure,300,16.91,90,0.157,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,adventure,180,8.34,80,0.307,1,1,1,1
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,food,480,15.86,85,0.08,1,1,1,0
Delhi,Delhi,India Gate,monument,food,480,27.16,70,0.307,1,1,1,0
Hyderabad,Telangana,Hussain Sagar Lake,nature,adventure,180,1.29,80,0.111,1,1,1,0
Chennai,Tamil Nadu,Marina Beach,beach,explore,120,6.11,100,0.749,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,food,480,2.66,70,0.167,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,relax,300,16.88,100,0.883,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,food,300,5.75,125,0.29,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,nature,180,3.96,125,0.776,0,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,nature,30,2.21,95,0.19,1,0,1,0
Kolkata,West Bengal,Victoria Memorial,historic,explore,60,1.59,135,0.908,1,0,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,adventure,30,1.86,165,0.852,1,0,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,food,180,8.95,75,0.258,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,explore,30,0.9,125,0.832,1,0,1,1
Goa,Goa,Fort Aguada,fort,relax,60,0.9,130,0.533,1,0,1,0
Mumbai,Maharashtra,Gateway of India,historic,food,120,1.44,105,0.33,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,relax,180,2.79,125,0.305,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,adventure,30,1.99,185,0.285,0,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,culture,180,6.5,120,0.941,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,food,480,13.25,125,0.077,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,adventure,480,18.72,65,0.366,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,relax,300,7.4,70,0.783,1,1,1,1
Kolkata,West Bengal,Victoria Memorial,historic,culture,120,1.4,120,0.965,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,relax,300,11.4,145,0.863,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,relax,120,6.47,90,0.756,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,relax,60,2.96,150,0.463,1,0,1,0
Delhi,Delhi,Lodhi Garden,garden,nature,480,19.58,75,0.731,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,relax,480,32.11,65,0.909,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,culture,180,6.98,100,0.543,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,food,120,1.16,75,0.09,1,1,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,food,480,19.66,135,0.268,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,relax,60,0.44,75,0.288,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,explore,120,2.33,115,0.189,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,food,300,11.85,65,0.113,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,adventure,120,0.74,85,0.42,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,adventure,120,3.45,105,0.125,1,1,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,relax,60,0.56,130,0.464,1,0,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,culture,180,11.28,135,0.335,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,food,180,5.92,145,0.071,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,nature,180,9.08,75,0.906,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,explore,60,4.81,125,0.953,1,0,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,adventure,120,4.54,125,0.289,1,0,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,adventure,120,0.94,130,0.909,1,0,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,relax,120,1.48,120,0.764,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,food,300,11.66,120,0.313,0,1,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,relax,60,2.17,210,0.759,1,0,1,1
Udaipur,Rajasthan,Lake Pichola,lake,culture,120,2.73,100,0.229,1,1,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,food,30,1.44,70,0.158,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,nature,180,5.05,140,0.869,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,culture,480,9.6,100,0.243,1,1,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,relax,30,2.78,60,0.185,1,0,1,0
Hyderabad,Telangana,Charminar,historic,explore,30,0.82,70,0.746,1,0,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,nature,30,2.02,90,0.881,1,0,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,adventure,300,15.36,90,0.508,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,culture,60,4.19,85,0.978,1,0,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,adventure,60,2.4,120,0.117,1,0,1,0
Chennai,Tamil Nadu,Marina Beach,beach,relax,300,0.63,105,0.876,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,explore,180,4.69,75,0.751,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,explore,120,1.95,75,0.154,1,1,1,0
Kolkata,West Bengal,Victoria Memorial,historic,relax,480,10.49,110,0.492,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,relax,480,9.35,130,0.751,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,adventure,60,4.64,75,0.191,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,food,180,10.29,100,0.337,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,relax,480,33.76,100,0.492,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,adventure,120,0.79,175,0.293,1,0,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,culture,30,1.27,140,0.314,1,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,adventure,480,16.59,70,0.206,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,relax,300,12.65,135,0.277,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,explore,30,0.5,185,0.17,1,0,1,0
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,culture,180,8.97,80,0.2,1,1,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,explore,300,11.92,140,0.335,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,adventure,480,8.16,80,0.106,1,1,1,0
Nagpur,Maharashtra,Seminary Hill,nature,food,120,3.73,55,0.096,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,relax,300,17.93,110,0.177,1,1,1,0
Darjeeling,West Bengal,Tiger Hill,viewpoint,culture,60,4.97,105,0.105,1,0,1,0
Chennai,Tamil Nadu,Fort St George,historic,food,120,4.57,105,0.262,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,adventure,480,5.25,100,0.381,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,relax,120,1.42,95,0.842,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,explore,300,2.74,130,0.763,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,nature,300,2.17,70,0.113,1,1,1,0
Mysuru,Karnataka,Chamundi Hill,nature,food,180,8.51,115,0.26,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,adventure,30,1.19,100,0.335,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,culture,120,2.79,90,0.808,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,nature,300,11.32,160,0.32,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,culture,180,7.68,100,0.853,0,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,explore,30,2.14,90,0.301,1,0,1,0
Amritsar,Punjab,Jallianwala Bagh,historic,culture,120,6.72,75,0.834,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,culture,120,4.08,100,0.132,1,1,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,nature,60,3.84,100,0.366,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,explore,60,4.74,90,0.827,1,0,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,nature,60,4.79,110,0.33,1,0,1,0
Pune,Maharashtra,Sarasbaug,park,nature,120,3.02,60,0.746,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,adventure,30,2.42,85,0.42,0,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,food,120,5.62,105,0.107,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,adventure,300,13.12,130,0.857,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,explore,60,1.49,60,0.483,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,food,480,29.08,75,0.145,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,relax,300,18.09,50,0.926,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,culture,180,9.93,150,0.385,1,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,food,30,0.96,135,0.143,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,explore,300,11.49,95,0.766,0,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,adventure,120,4.03,85,0.205,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,adventure,30,2.73,105,0.957,1,0,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,food,300,15.65,80,0.377,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,food,120,4.72,105,0.182,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,relax,120,6.2,115,0.223,1,1,1,0
Pune,Maharashtra,Aga Khan Palace,historic,nature,60,2.94,90,0.409,1,0,1,0
Kolkata,West Bengal,Victoria Memorial,historic,food,180,4.78,110,0.398,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,explore,60,1.88,75,0.352,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,adventure,30,2.75,180,0.847,1,0,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,relax,480,8.72,110,0.421,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,explore,30,0.73,120,0.824,1,0,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,explore,30,1.68,120,0.346,0,0,1,0
Darjeeling,West Bengal,Tiger Hill,viewpoint,culture,30,2.16,115,0.338,1,0,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,adventure,180,2.88,160,0.156,1,1,1,0
Mumbai,Maharashtra,Marine Drive,viewpoint,nature,180,9.74,55,0.795,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,explore,60,1.58,135,0.808,1,0,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,relax,30,2.52,80,0.854,1,0,1,0
Hyderabad,Telangana,Charminar,historic,relax,120,3.24,80,0.312,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,adventure,30,2.81,65,0.854,1,0,1,1
Pune,Maharashtra,Shaniwar Wada,historic,relax,180,4.22,75,0.356,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,explore,120,2.48,80,0.327,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,food,180,3.4,75,0.244,0,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,adventure,480,3.1,85,0.376,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,food,180,10.12,160,0.176,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,relax,300,2.89,60,0.721,1,1,1,1
Delhi,Delhi,Red Fort,historic,adventure,30,0.96,110,0.309,1,0,1,0
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,adventure,480,29.8,145,0.163,1,1,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,relax,60,3.86,80,0.882,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,adventure,30,0.81,170,0.351,1,0,1,0
Chennai,Tamil Nadu,Fort St George,historic,culture,120,2.97,85,0.924,0,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,relax,60,2.84,135,0.517,0,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,relax,30,0.41,105,0.41,1,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,culture,30,1.78,100,0.96,1,0,1,1
Goa,Goa,Baga Beach,beach,adventure,480,7.05,110,0.129,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,relax,120,7.26,80,0.751,0,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,culture,60,4.32,70,0.91,1,0,1,1
Mumbai,Maharashtra,Gateway of India,historic,relax,300,15.64,105,0.325,1,1,1,1
Delhi,Delhi,India Gate,monument,relax,300,9.72,60,0.758,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,nature,60,4.87,140,0.37,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,food,480,6.3,80,0.39,1,1,1,0
Amritsar,Punjab,Jallianwala Bagh,historic,nature,180,0.82,70,0.374,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,nature,30,2.66,105,0.765,1,0,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,culture,480,5.94,115,0.783,0,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,relax,180,11.39,70,0.857,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,adventure,480,17.47,55,0.124,0,1,1,0
Delhi,Delhi,Lodhi Garden,garden,culture,480,23.72,60,0.49,0,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,explore,30,2.96,90,0.508,1,0,1,0
Nagpur,Maharashtra,Ambazari Lake,nature,culture,60,0.58,70,0.323,1,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,food,60,2.51,135,0.327,1,0,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,food,180,3.76,90,0.268,1,1,1,0
Delhi,Delhi,Qutub Minar,historic,food,60,1.65,135,0.282,0,0,1,0
Amritsar,Punjab,Wagah Border,monument,culture,480,2.36,150,0.933,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,nature,480,8.99,120,0.36,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,culture,180,9.54,105,0.794,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,adventure,180,5.73,65,0.109,0,1,1,0
Mysuru,Karnataka,Mysore Palace,historic,food,30,2.72,110,0.065,1,0,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,relax,120,7.14,130,0.408,1,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,relax,480,18.28,140,0.932,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,adventure,300,2.37,75,0.37,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,nature,60,0.67,125,0.966,1,0,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,relax,60,1.21,145,0.885,1,0,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,food,120,2.15,85,0.353,0,1,1,0
Chennai,Tamil Nadu,Government Museum Chennai,museum,nature,30,2.26,105,0.257,1,0,1,0
Varanasi,Uttar Pradesh,Sarnath,historic,nature,60,1.86,135,0.545,1,0,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,food,480,22.57,170,0.297,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,adventure,120,5.87,105,0.509,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,nature,60,2.72,100,0.348,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,adventure,300,4.41,90,0.335,1,1,1,1
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,culture,30,0.76,160,0.474,0,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,relax,300,4.56,100,0.473,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,explore,480,7.02,70,0.264,1,1,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,nature,60,2.49,70,0.233,1,0,1,0
Jaipur,Rajasthan,Amber Fort,fort,culture,120,4.33,170,0.727,1,0,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,culture,300,15.39,70,0.184,1,1,1,1
Hyderabad,Telangana,Charminar,historic,explore,300,3.77,90,0.951,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,adventure,30,1.93,95,0.498,1,0,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,culture,60,2.65,110,0.86,0,0,1,0
Gangtok,Sikkim,Banjhakri Falls,nature,explore,300,15.46,130,0.294,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,explore,480,5.21,125,0.736,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,adventure,60,2.2,70,0.324,1,0,1,0
Jaipur,Rajasthan,Hawa Mahal,historic,adventure,30,2.17,70,0.17,1,0,1,0
Delhi,Delhi,Red Fort,historic,food,180,8.83,135,0.19,1,1,1,1
Delhi,Delhi,Red Fort,historic,adventure,300,7.07,140,0.223,1,1,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,food,60,2.71,70,0.298,1,0,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,culture,60,2.94,95,0.831,1,0,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,adventure,120,1.38,45,0.37,0,1,1,0
Nashik,Maharashtra,Panchvati,historic,relax,30,0.44,90,0.364,1,0,1,0
Lucknow,Uttar Pradesh,Residency Lucknow,historic,culture,480,23.56,85,0.802,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,culture,60,3.63,80,0.819,1,0,1,1
Chennai,Tamil Nadu,Marina Beach,beach,explore,300,10.19,95,0.891,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,culture,300,13.61,80,0.331,1,1,1,0
Mysuru,Karnataka,Chamundi Hill,nature,explore,30,1.29,120,0.316,1,0,1,0
Hyderabad,Telangana,Qutb Shahi Tombs,historic,explore,120,0.67,80,0.414,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,explore,300,2.28,75,0.342,1,1,1,1
Delhi,Delhi,India Gate,monument,food,30,1.68,70,0.32,0,0,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,relax,30,1.43,125,0.212,0,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,relax,60,3.53,90,0.495,1,0,1,0
Goa,Goa,Baga Beach,beach,relax,180,7.83,110,0.87,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,adventure,180,6.24,85,0.326,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,culture,60,4.9,195,0.171,1,0,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,food,180,1.53,80,0.328,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,nature,300,5.38,140,0.956,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,relax,300,10.85,70,0.747,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,adventure,300,14.97,75,0.541,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,relax,120,7.52,80,0.155,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,relax,120,4.28,125,0.208,1,0,1,0
Nagpur,Maharashtra,Seminary Hill,nature,adventure,480,14.3,65,0.958,1,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,culture,30,0.64,50,0.975,1,0,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,nature,120,3.8,80,0.478,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,explore,480,14.35,40,0.824,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,nature,60,4.87,80,0.873,0,0,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,adventure,480,22.21,110,0.407,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,food,60,0.43,195,0.142,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,adventure,180,8.05,150,0.796,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,relax,180,10.03,125,0.44,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,adventure,300,5.4,165,0.463,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,relax,30,1.02,95,0.23,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,nature,30,1.74,80,0.278,0,0,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,adventure,30,2.85,75,0.169,1,0,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,food,60,2.85,125,0.212,1,0,1,0
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,relax,30,2.54,95,0.819,1,0,1,1
Hyderabad,Telangana,Charminar,historic,culture,120,5.39,85,0.829,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,culture,120,2.81,80,0.369,0,1,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,nature,60,1.9,95,0.412,1,0,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,nature,300,10.55,70,0.134,1,1,1,0
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,food,120,4.48,165,0.381,1,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,adventure,30,2.01,75,0.116,1,0,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,adventure,300,13.03,80,0.465,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,adventure,480,24.17,40,0.13,1,1,1,0
Goa,Goa,Palolem Beach,beach,explore,480,30.59,140,0.167,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,nature,30,2.78,110,0.901,0,0,1,0
Mysuru,Karnataka,Mysore Palace,historic,relax,480,29.75,135,0.333,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,explore,30,1.16,90,0.802,1,0,1,1
Kolkata,West Bengal,Indian Museum,museum,culture,180,2.02,105,0.78,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,explore,480,2.27,145,0.451,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,culture,120,0.46,75,0.497,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,nature,180,11.41,55,0.502,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,food,30,0.47,85,0.248,1,0,1,0
Udaipur,Rajasthan,Jagdish Temple,religious,nature,120,5.64,60,0.469,1,1,1,1
Goa,Goa,Baga Beach,beach,culture,60,2.93,110,0.413,0,0,1,0
Delhi,Delhi,Qutub Minar,historic,explore,480,9.89,140,0.802,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,culture,120,6.68,100,0.878,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,nature,60,2.27,215,0.903,0,0,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,food,30,2.04,70,0.386,1,0,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,relax,480,23.06,95,0.972,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,culture,30,2.35,75,0.742,1,0,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,explore,30,0.54,65,0.177,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,adventure,30,2.8,105,0.24,1,0,1,0
Jaipur,Rajasthan,Amber Fort,fort,relax,300,13.71,165,0.336,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,culture,30,0.44,200,0.261,0,0,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,food,180,9.26,110,0.064,1,1,1,0
Udaipur,Rajasthan,Jagdish Temple,religious,food,30,2.67,60,0.09,1,0,1,0
Jaipur,Rajasthan,Jal Mahal,viewpoint,culture,180,0.78,45,0.137,0,1,1,0
Delhi,Delhi,Lotus Temple,religious,culture,180,7.95,85,0.961,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,food,120,7.28,130,0.069,1,0,1,0
Delhi,Delhi,Lotus Temple,religious,culture,30,2.56,70,0.808,0,0,1,1
Goa,Goa,Fort Aguada,fort,adventure,30,1.55,140,0.729,0,0,1,1
Jaipur,Rajasthan,Amber Fort,fort,explore,180,8.7,130,0.771,1,1,1,1
